Title: The Spatial Structure of Young Stellar Clusters. I. Subclusters 
Authors: Kuhn M.A., Feigelson E.D., Getman K.V., Baddeley A.J., Broos P.S., 
         Sills A., Bate M.R., Povich M.S., Luhman K.L., Busk H.A., Naylor T., 
         King R.R. 
Table: Star Positions in the Statistical Sample
================================================================================
Byte-by-byte Description of file: stars_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label        Explanations
--------------------------------------------------------------------------------
   1-  7 A7     ---   target       MYStIX region name
   9- 26 A18    ---   designation  MPCM source designation (1)
  28- 38 F11.7  deg   RAdeg        Right Ascension in decimal degrees (J2000)
  40- 50 F11.7  deg   DEdeg        Declination in decimal degrees (J2000)
--------------------------------------------------------------------------------
Note (1): MPCM are MYStIX Probable Complex Members, which are defined by 
          Broos et al. (2013).
--------------------------------------------------------------------------------
ngc2264 064109.53+092925.3 100.2897430   9.4903770
ngc2264 064109.59+092757.4 100.2899950   9.4659690
ngc2264 064109.67+092454.7 100.2903100   9.4152080
ngc2264 064109.80+092914.9 100.2908740   9.4874890
ngc2264 064109.83+092712.2 100.2909590   9.4534140
ngc2264 064109.91+093020.1 100.2913110   9.5056050
ngc2264 064109.93+092745.7 100.2914020   9.4626960
ngc2264 064110.00+092746.0 100.2916780   9.4627990
ngc2264 064110.02+092745.3 100.2917730   9.4626090
ngc2264 064110.07+092928.6 100.2919920   9.4913020
ngc2264 064110.11+092936.1 100.2921290   9.4933690
ngc2264 064110.13+093128.7 100.2922360   9.5246530
ngc2264 064110.15+092933.9 100.2923260   9.4927530
ngc2264 064110.18+093031.0 100.2924250   9.5086340
ngc2264 064110.29+093421.9 100.2929000   9.5727560
ngc2264 064110.28+093325.1 100.2928420   9.5569950
ngc2264 064110.31+092149.5 100.2929730   9.3637600
ngc2264 064110.33+092833.5 100.2930760   9.4759740
ngc2264 064110.38+095301.7 100.2932800   9.8838140
ngc2264 064110.42+093418.8 100.2934500   9.5718950
ngc2264 064110.70+095742.4 100.2946000   9.9618050
ngc2264 064110.79+094641.2 100.2949600   9.7781280
ngc2264 064110.85+095318.1 100.2952300   9.8883750
ngc2264 064110.92+093408.2 100.2955400   9.5689640
ngc2264 064110.96+092559.2 100.2956900   9.4331280
ngc2264 064110.99+093555.6 100.2958120   9.5987850
ngc2264 064111.05+094208.2 100.2960800   9.7023000
ngc2264 064111.06+093412.3 100.2961000   9.5700970
ngc2264 064111.60+092910.1 100.2983708   9.4861583
ngc2264 064111.83+093531.4 100.2993000   9.5920670
ngc2264 064111.82+092332.5 100.2992600   9.3923840
ngc2264 064111.84+093026.8 100.2993660   9.5074630
ngc2264 064111.85+092631.5 100.2994000   9.4421110
ngc2264 064111.90+093743.8 100.2995900   9.6288530
ngc2264 064112.14+092952.3 100.3006030   9.4978850
ngc2264 064112.21+092914.6 100.3009000   9.4874140
ngc2264 064112.34+094013.5 100.3014330   9.6704250
ngc2264 064112.47+092909.9 100.3019600   9.4861030
ngc2264 064112.50+093508.7 100.3021240   9.5857580
ngc2264 064112.48+094620.4 100.3020400   9.7723465
ngc2264 064112.57+095231.1 100.3024070   9.8753300
ngc2264 064112.71+092702.6 100.3029600   9.4507250
ngc2264 064112.76+093228.0 100.3031800   9.5411120
ngc2264 064112.83+092915.3 100.3034800   9.4876060
ngc2264 064112.82+095243.3 100.3034300   9.8787140
ngc2264 064112.83+092909.9 100.3034790   9.4861000
ngc2264 064112.86+092614.9 100.3035960   9.4374760
ngc2264 064112.88+094600.8 100.3036960   9.7668915
ngc2264 064112.95+093550.1 100.3039700   9.5972560
ngc2264 064112.95+093532.2 100.3039850   9.5923000
ngc2264 064112.98+092738.6 100.3040900   9.4607420
ngc2264 064113.01+092739.5 100.3042290   9.4609810
ngc2264 064113.01+092908.5 100.3042360   9.4857020
ngc2264 064113.03+092731.0 100.3043130   9.4586140
ngc2264 064113.03+092732.0 100.3043260   9.4588950
ngc2264 064113.06+092304.3 100.3044400   9.3845470
ngc2264 064113.11+093106.8 100.3046330   9.5185800
ngc2264 064113.12+092609.3 100.3046900   9.4359350
ngc2264 064113.12+092436.6 100.3046800   9.4101670
ngc2264 064113.20+092610.5 100.3050370   9.4362540
ngc2264 064113.21+095508.6 100.3050792   9.9190639
ngc2264 064113.27+095001.0 100.3053280   9.8336130
ngc2264 064113.28+093150.3 100.3053710   9.5306660
ngc2264 064113.30+095154.3 100.3054500   9.8651110
ngc2264 064113.31+093012.0 100.3054770   9.5033360
ngc2264 064113.32+093150.8 100.3055050   9.5307800
ngc2264 064113.32+092807.5 100.3055290   9.4687700
ngc2264 064113.36+093813.7 100.3056980   9.6371610
ngc2264 064113.41+092736.2 100.3058950   9.4600580
ngc2264 064113.80+095543.9 100.3075320   9.9288720
ngc2264 064114.13+092640.6 100.3088820   9.4446230
ngc2264 064114.24+093321.3 100.3093600   9.5559225
ngc2264 064114.41+092658.4 100.3100760   9.4495780
ngc2264 064114.45+093321.5 100.3102370   9.5559800
ngc2264 064114.47+093714.3 100.3103120   9.6206620
ngc2264 064114.76+093413.6 100.3115160   9.5704700
ngc2264 064114.83+093236.0 100.3118140   9.5433440
ngc2264 064114.87+092613.5 100.3119800   9.4371110
ngc2264 064114.92+095734.0 100.3121770   9.9594540
ngc2264 064115.11+092644.3 100.3129700   9.4456480
ngc2264 064115.13+093017.0 100.3130700   9.5047250
ngc2264 064115.20+093757.6 100.3133600   9.6326750
ngc2264 064115.28+093116.5 100.3136750   9.5212500
ngc2264 064115.37+092516.7 100.3140600   9.4213260
ngc2264 064115.42+094639.6 100.3142740   9.7776730
ngc2264 064115.49+092632.9 100.3145720   9.4424810
ngc2264 064115.58+092645.6 100.3149230   9.4460270
ngc2264 064115.64+092633.5 100.3151830   9.4426430
ngc2264 064115.71+093818.2 100.3154860   9.6384030
ngc2264 064115.72+092752.7 100.3155190   9.4646520
ngc2264 064115.75+092616.9 100.3156310   9.4380550
ngc2264 064115.88+093037.3 100.3161850   9.5103810
ngc2264 064115.99+092609.4 100.3166350   9.4359670
ngc2264 064116.10+092643.6 100.3171100   9.4454530
ngc2264 064116.18+092710.6 100.3174440   9.4529640
ngc2264 064116.42+095249.6 100.3184250   9.8804583
ngc2264 064116.50+092608.3 100.3187700   9.4356470
ngc2264 064116.68+092952.3 100.3195190   9.4978630
ngc2264 064116.78+092730.3 100.3199240   9.4584300
ngc2264 064116.84+093620.7 100.3201940   9.6057550
ngc2264 064117.05+093252.3 100.3210700   9.5478700
ngc2264 064117.10+095240.4 100.3212600   9.8779140
ngc2264 064117.15+095339.6 100.3214700   9.8943500
ngc2264 064117.15+094726.8 100.3214900   9.7907970
ngc2264 064117.15+093012.4 100.3214800   9.5034630
ngc2264 064117.25+095432.3 100.3218870   9.9089930
ngc2264 064117.35+094527.9 100.3223300   9.7577720
ngc2264 064117.44+093028.7 100.3226700   9.5079860
ngc2264 064117.70+092926.2 100.3237850   9.4906210
ngc2264 064117.92+093337.1 100.3246850   9.5603060
ngc2264 064117.92+092901.1 100.3246730   9.4836400
ngc2264 064118.01+093828.4 100.3250710   9.6412250
ngc2264 064118.08+093825.4 100.3253500   9.6403940
ngc2264 064118.19+092803.2 100.3258010   9.4675670
ngc2264 064118.27+093353.6 100.3261410   9.5648960
ngc2264 064118.28+092833.2 100.3261960   9.4758900
ngc2264 064118.30+092932.4 100.3262720   9.4923590
ngc2264 064118.31+094406.8 100.3263000   9.7352230
ngc2264 064118.37+093941.1 100.3265600   9.6614440
ngc2264 064118.38+093129.6 100.3265960   9.5249130
ngc2264 064118.90+092714.8 100.3287650   9.4541310
ngc2264 064118.93+092715.8 100.3289130   9.4544150
ngc2264 064119.12+093553.4 100.3296700   9.5981720
ngc2264 064119.11+092629.4 100.3296500   9.4415250
ngc2264 064119.28+093807.1 100.3303450   9.6353230
ngc2264 064119.63+093144.4 100.3318070   9.5290260
ngc2264 064119.72+093138.8 100.3321800   9.5274720
ngc2264 064119.73+093144.8 100.3322220   9.5291270
ngc2264 064119.85+092705.1 100.3327320   9.4514300
ngc2264 064120.53+094730.0 100.3355800   9.7916870
ngc2264 064120.54+094535.5 100.3355980   9.7598760
ngc2264 064120.70+092845.4 100.3362900   9.4792780
ngc2264 064120.74+093012.0 100.3364180   9.5033340
ngc2264 064120.86+093444.8 100.3369200   9.5791140
ngc2264 064121.01+093336.1 100.3375820   9.5600530
ngc2264 064121.03+093241.7 100.3376430   9.5449250
ngc2264 064121.18+093214.7 100.3382740   9.5374220
ngc2264 064121.79+094530.9 100.3408040   9.7586040
ngc2264 064122.06+094351.5 100.3419180   9.7309970
ngc2264 064122.14+092131.0 100.3422880   9.3586350
ngc2264 064122.80+092938.9 100.3450260   9.4941650
ngc2264 064122.97+092930.7 100.3457300   9.4918800
ngc2264 064123.03+092726.8 100.3459860   9.4574520
ngc2264 064123.14+093733.9 100.3464300   9.6260950
ngc2264 064123.16+093522.6 100.3465350   9.5896360
ngc2264 064123.20+093036.3 100.3466820   9.5100970
ngc2264 064123.33+093804.4 100.3472300   9.6345750
ngc2264 064123.46+094558.6 100.3477600   9.7662830
ngc2264 064123.62+093349.7 100.3484400   9.5638260
ngc2264 064123.63+094716.4 100.3484950   9.7878950
ngc2264 064123.78+093356.5 100.3491100   9.5657010
ngc2264 064124.25+093154.1 100.3510530   9.5317210
ngc2264 064124.45+093245.2 100.3519040   9.5459050
ngc2264 064124.54+093735.5 100.3522700   9.6265450
ngc2264 064124.73+092623.3 100.3530490   9.4398290
ngc2264 064125.08+093600.1 100.3545200   9.6000480
ngc2264 064125.62+094403.3 100.3567800   9.7342530
ngc2264 064125.62+093442.9 100.3567580   9.5786070
ngc2264 064126.74+092357.4 100.3614470   9.3993020
ngc2264 064126.99+093841.1 100.3624600   9.6447730
ngc2264 064126.99+093013.1 100.3624880   9.5036610
ngc2264 064127.16+093506.2 100.3631740   9.5850750
ngc2264 064127.30+093206.4 100.3637570   9.5351140
ngc2264 064128.08+093249.9 100.3670400   9.5471945
ngc2264 064128.19+093253.3 100.3674800   9.5481400
ngc2264 064128.74+092710.8 100.3697600   9.4530110
ngc2264 064128.78+093838.8 100.3699260   9.6441230
ngc2264 064128.85+093454.0 100.3702240   9.5816860
ngc2264 064129.06+093949.4 100.3711125   9.6637361
ngc2264 064129.18+093935.9 100.3716090   9.6599920
ngc2264 064129.44+093918.1 100.3726960   9.6550520
ngc2264 064131.03+093525.2 100.3793208   9.5903417
ngc2264 064131.11+092658.2 100.3796650   9.4495110
ngc2264 064131.14+092706.3 100.3797500   9.4517560
ngc2264 064131.68+093154.2 100.3820200   9.5317440
ngc2264 064132.10+092804.6 100.3837900   9.4679575
ngc2264 064132.50+093807.4 100.3854300   9.6354000
ngc2264 064134.34+092553.4 100.3930900   9.4315220
ngc2264 064134.55+093632.4 100.3939900   9.6090250
ngc2264 064136.23+093920.4 100.4009900   9.6556940
ngc2264 064136.25+092245.6 100.4010500   9.3793361
ngc2264 064136.75+092937.0 100.4031540   9.4936140
ngc2264 064138.76+093211.7 100.4115380   9.5366110
ngc2264 064139.01+093316.2 100.4125800   9.5545250
ngc2264 064139.38+093237.3 100.4141000   9.5436945
ngc2264 064139.60+093319.9 100.4150400   9.5555280
ngc2264 064139.63+094038.1 100.4151530   9.6772530
ngc2264 064139.74+094027.9 100.4156240   9.6744270
ngc2264 064141.85+093302.2 100.4243800   9.5506280
ngc2264 064142.87+092508.4 100.4286400   9.4190035
ngc2264 064142.92+092327.8 100.4288400   9.3910780
ngc2264 064144.22+092502.4 100.4342770   9.4173400
ngc2264 064058.55+095342.2 100.2439600   9.8950556
ngc2264 064010.50+095232.9 100.0437678   9.8758202
ngc2264 064013.36+094920.1 100.0556754   9.8222645
ngc2264 064013.71+095630.4 100.0571380   9.9417863
ngc2264 064014.05+095259.0 100.0585774   9.8830690
ngc2264 064016.11+095407.2 100.0671560   9.9020051
ngc2264 064018.49+094418.6 100.0770437   9.7385223
ngc2264 064018.69+095242.0 100.0778973   9.8783419
ngc2264 064019.10+095141.2 100.0796183   9.8614503
ngc2264 064019.21+094535.1 100.0800569   9.7597670
ngc2264 064020.19+094632.6 100.0841489   9.7757485
ngc2264 064021.68+094822.4 100.0903446   9.8062319
ngc2264 064022.12+094024.7 100.0922006   9.6735351
ngc2264 064023.09+092742.3 100.0962493   9.4617538
ngc2264 064023.49+095630.0 100.0978989   9.9416917
ngc2264 064024.12+094036.9 100.1005286   9.6769438
ngc2264 064024.19+094422.2 100.1007946   9.7395036
ngc2264 064024.77+094607.9 100.1032135   9.7688726
ngc2264 064025.52+094709.1 100.1063565   9.7858670
ngc2264 064025.89+095057.3 100.1079080   9.8492749
ngc2264 064026.40+095658.8 100.1100265   9.9496685
ngc2264 064028.32+094829.2 100.1180296   9.8081218
ngc2264 064028.55+095028.8 100.1189584   9.8413403
ngc2264 064028.82+093101.7 100.1200855   9.5171521
ngc2264 064028.91+095350.5 100.1204800   9.8973712
ngc2264 064029.21+095518.4 100.1217409   9.9217911
ngc2264 064029.24+094957.0 100.1218529   9.8325256
ngc2264 064029.78+094221.1 100.1241103   9.7058615
ngc2264 064029.85+095043.4 100.1244157   9.8454049
ngc2264 064030.07+094937.6 100.1253280   9.8271278
ngc2264 064031.08+093539.7 100.1295002   9.5943829
ngc2264 064031.08+093446.1 100.1295209   9.5794836
ngc2264 064032.03+094935.3 100.1334677   9.8264832
ngc2264 064032.55+094015.5 100.1356271   9.6709991
ngc2264 064032.93+094944.0 100.1372360   9.8289066
ngc2264 064033.26+095006.2 100.1386090   9.8350723
ngc2264 064033.51+094254.9 100.1396660   9.7152535
ngc2264 064034.16+092512.7 100.1423545   9.4201970
ngc2264 064034.19+094352.5 100.1424937   9.7312562
ngc2264 064034.31+095622.8 100.1429882   9.9396818
ngc2264 064034.33+092517.0 100.1430532   9.4213938
ngc2264 064034.55+095319.6 100.1439803   9.8887797
ngc2264 064034.98+093314.5 100.1457772   9.5540336
ngc2264 064036.09+094935.2 100.1504097   9.8264613
ngc2264 064036.36+095427.0 100.1515218   9.9075232
ngc2264 064037.05+094736.0 100.1543962   9.7933501
ngc2264 064037.07+095223.6 100.1544667   9.8732346
ngc2264 064037.22+092847.0 100.1550865   9.4797400
ngc2264 064038.33+092925.5 100.1597225   9.4904258
ngc2264 064039.14+093315.5 100.1630880   9.5543079
ngc2264 064039.15+093527.0 100.1631491   9.5908530
ngc2264 064039.36+094806.2 100.1640231   9.8017372
ngc2264 064039.61+094652.8 100.1650694   9.7813606
ngc2264 064039.73+095555.1 100.1655821   9.9319998
ngc2264 064039.81+093140.4 100.1658794   9.5279144
ngc2264 064040.54+092919.7 100.1689482   9.4888191
ngc2264 064041.02+092754.3 100.1709448   9.4650900
ngc2264 064041.02+094442.4 100.1709575   9.7451229
ngc2264 064041.94+094355.1 100.1747810   9.7319819
ngc2264 064043.24+094344.4 100.1801888   9.7290230
ngc2264 064044.65+094802.0 100.1860448   9.8005664
ngc2264 064045.28+093544.9 100.1887066   9.5958291
ngc2264 064045.70+094803.2 100.1904387   9.8008908
ngc2264 064046.24+095140.0 100.1926754   9.8611294
ngc2264 064047.31+092728.8 100.1971433   9.4580042
ngc2264 064047.69+095718.1 100.1987373   9.9550520
ngc2264 064048.17+095911.6 100.2007396   9.9865808
ngc2264 064048.90+095144.4 100.2037554   9.8623519
ngc2264 064049.18+093714.3 100.2049384   9.6206620
ngc2264 064049.22+094439.8 100.2051170   9.7444001
ngc2264 064049.37+095253.8 100.2057244   9.8816112
ngc2264 064049.58+093840.0 100.2066234   9.6444657
ngc2264 064050.30+093453.7 100.2096243   9.5816032
ngc2264 064050.40+093535.9 100.2100174   9.5933059
ngc2264 064050.82+095257.6 100.2117729   9.8826814
ngc2264 064051.08+093521.9 100.2128476   9.5894250
ngc2264 064051.62+092658.1 100.2150961   9.4494821
ngc2264 064051.85+093609.9 100.2160764   9.6027540
ngc2264 064052.07+093422.3 100.2169684   9.5728628
ngc2264 064052.34+093457.7 100.2181068   9.5827184
ngc2264 064052.39+093431.4 100.2183293   9.5753942
ngc2264 064053.39+093022.5 100.2224761   9.5062583
ngc2264 064053.64+092953.2 100.2235100   9.4981202
ngc2264 064053.95+094032.3 100.2247933   9.6756565
ngc2264 064054.09+093512.5 100.2253830   9.5868288
ngc2264 064054.14+095224.3 100.2255993   9.8734417
ngc2264 064054.20+093646.0 100.2258532   9.6127918
ngc2264 064054.40+093358.9 100.2267054   9.5663787
ngc2264 064054.61+093604.5 100.2275621   9.6012549
ngc2264 064054.67+093413.7 100.2278229   9.5704943
ngc2264 064055.61+094836.1 100.2317484   9.8100352
ngc2264 064055.75+094645.4 100.2323218   9.7793018
ngc2264 064056.02+093433.0 100.2334444   9.5758340
ngc2264 064056.66+093002.8 100.2361091   9.5007818
ngc2264 064056.76+093810.2 100.2365294   9.6361686
ngc2264 064057.39+093628.2 100.2391488   9.6078385
ngc2264 064058.24+095230.9 100.2426788   9.8752587
ngc2264 064058.95+093601.0 100.2456319   9.6002909
ngc2264 064058.95+094215.3 100.2456344   9.7042637
ngc2264 064059.14+095153.0 100.2464321   9.8647229
ngc2264 064059.14+093614.6 100.2464403   9.6040813
ngc2264 064059.32+093358.0 100.2471829   9.5661292
ngc2264 064059.44+092753.5 100.2476689   9.4648674
ngc2264 064059.44+094551.6 100.2476825   9.7643479
ngc2264 064059.46+095945.4 100.2477652   9.9959453
ngc2264 064059.68+094904.6 100.2486935   9.8179523
ngc2264 064059.73+093422.1 100.2488812   9.5728302
ngc2264 064059.82+093633.3 100.2492885   9.6092746
ngc2264 064059.93+093552.1 100.2497170   9.5978090
ngc2264 064059.94+093619.6 100.2497547   9.6054667
ngc2264 064100.28+092833.9 100.2511865   9.4760852
ngc2264 064100.31+093424.1 100.2513288   9.5733839
ngc2264 064100.41+095409.8 100.2517424   9.9027406
ngc2264 064100.82+093617.0 100.2534269   9.6047415
ngc2264 064101.39+092741.4 100.2558146   9.4615219
ngc2264 064101.58+093432.8 100.2566186   9.5757917
ngc2264 064101.62+093728.5 100.2567754   9.6245885
ngc2264 064101.70+095903.7 100.2571004   9.9843776
ngc2264 064101.73+094242.9 100.2572276   9.7119367
ngc2264 064101.78+093440.2 100.2574360   9.5778567
ngc2264 064102.17+093951.4 100.2590608   9.6642841
ngc2264 064102.44+092539.5 100.2601883   9.4276534
ngc2264 064102.70+094045.2 100.2612553   9.6792327
ngc2264 064102.80+093408.1 100.2617014   9.5689397
ngc2264 064103.07+092849.0 100.2628166   9.4802779
ngc2264 064103.63+093452.9 100.2651270   9.5813673
ngc2264 064103.69+093516.6 100.2654166   9.5879503
ngc2264 064103.70+093238.3 100.2654360   9.5439829
ngc2264 064103.72+092726.5 100.2655192   9.4573704
ngc2264 064103.75+093601.0 100.2656644   9.6002858
ngc2264 064103.97+093513.9 100.2665625   9.5872160
ngc2264 064104.20+094634.9 100.2675190   9.7763674
ngc2264 064104.22+093337.1 100.2676186   9.5603309
ngc2264 064104.23+093332.0 100.2676608   9.5588920
ngc2264 064104.23+093323.6 100.2676624   9.5565676
ngc2264 064104.26+093459.5 100.2677879   9.5832195
ngc2264 064104.31+093601.4 100.2679806   9.6004133
ngc2264 064104.35+093400.5 100.2681494   9.5668227
ngc2264 064104.38+093557.6 100.2682592   9.5993524
ngc2264 064104.47+093343.8 100.2686514   9.5621792
ngc2264 064104.49+093621.0 100.2687493   9.6058570
ngc2264 064104.80+095422.1 100.2700055   9.9061643
ngc2264 064104.83+094433.2 100.2701452   9.7425628
ngc2264 064104.84+093610.5 100.2701948   9.6029267
ngc2264 064104.99+095543.6 100.2708190   9.9287894
ngc2264 064105.13+095846.0 100.2713892   9.9794452
ngc2264 064105.20+093410.1 100.2716950   9.5694933
ngc2264 064105.23+093535.7 100.2718103   9.5932528
ngc2264 064105.25+093619.1 100.2718844   9.6053093
ngc2264 064105.38+093413.2 100.2724344   9.5703505
ngc2264 064105.39+092852.8 100.2724713   9.4813468
ngc2264 064105.50+095653.3 100.2729418   9.9481562
ngc2264 064105.53+093411.7 100.2730736   9.5699327
ngc2264 064105.72+093406.4 100.2738464   9.5684479
ngc2264 064105.76+093300.7 100.2740002   9.5502162
ngc2264 064105.77+093347.8 100.2740452   9.5632916
ngc2264 064105.89+092255.5 100.2745798   9.3820864
ngc2264 064105.91+093545.0 100.2746405   9.5958532
ngc2264 064105.93+093405.0 100.2747209   9.5680817
ngc2264 064105.94+093502.9 100.2747667   9.5841565
ngc2264 064105.97+093411.5 100.2749063   9.5698717
ngc2264 064105.98+093914.0 100.2749224   9.6538990
ngc2264 064106.31+093350.0 100.2763290   9.5638970
ngc2264 064106.48+093343.3 100.2770241   9.5620359
ngc2264 064106.53+093004.7 100.2772496   9.5013123
ngc2264 064106.57+093106.6 100.2774008   9.5185193
ngc2264 064106.66+093420.7 100.2777867   9.5724190
ngc2264 064106.70+093330.0 100.2779467   9.5583580
ngc2264 064106.85+093637.8 100.2785427   9.6105205
ngc2264 064107.09+093824.0 100.2795476   9.6400197
ngc2264 064107.10+093037.3 100.2796034   9.5103670
ngc2264 064107.11+095607.5 100.2796630   9.9354255
ngc2264 064107.34+092850.4 100.2806165   9.4806739
ngc2264 064107.39+093520.5 100.2808292   9.5890441
ngc2264 064107.46+093025.5 100.2811067   9.5070841
ngc2264 064107.49+093610.5 100.2812337   9.6029412
ngc2264 064107.55+093000.3 100.2814788   9.5001058
ngc2264 064107.58+094133.5 100.2815936   9.6926658
ngc2264 064107.61+093029.2 100.2817124   9.5081321
ngc2264 064107.73+094126.2 100.2822089   9.6906296
ngc2264 064107.78+093525.9 100.2824281   9.5905496
ngc2264 064107.94+093707.2 100.2831249   9.6186911
ngc2264 064108.16+092818.9 100.2840265   9.4719310
ngc2264 064108.19+093003.8 100.2841484   9.5010640
ngc2264 064108.49+092844.6 100.2853846   9.4790664
ngc2264 064108.65+093603.2 100.2860621   9.6009139
ngc2264 064108.68+095558.0 100.2861679   9.9327938
ngc2264 064108.89+093754.6 100.2870435   9.6318609
ngc2264 064108.92+092944.9 100.2871729   9.4958215
ngc2264 064109.01+093108.7 100.2875515   9.5190968
ngc2264 064109.02+092425.5 100.2876020   9.4070937
ngc2264 064109.30+093430.7 100.2887504   9.5752041
ngc2264 064109.30+093025.6 100.2887599   9.5071164
ngc2264 064109.48+093409.2 100.2895018   9.5692267
ngc2264 064109.64+092545.4 100.2901755   9.4292799
ngc2264 064109.77+093338.7 100.2907232   9.5607690
ngc2264 064109.90+093331.3 100.2912660   9.5587186
ngc2264 064109.91+093540.7 100.2913063   9.5946489
ngc2264 064109.94+093429.8 100.2914242   9.5749509
ngc2264 064110.06+093526.5 100.2919365   9.5907220
ngc2264 064110.30+093407.7 100.2929345   9.5688072
ngc2264 064110.39+093616.8 100.2933296   9.6046697
ngc2264 064110.58+093526.3 100.2941004   9.5906600
ngc2264 064110.92+093642.4 100.2955192   9.6117867
ngc2264 064110.94+095559.2 100.2956162   9.9331203
ngc2264 064111.15+093641.5 100.2964970   9.6115288
